numero finess etablissement juridique,numero finess etablissement,libelle description equipement sociaux,libta_equipement,rsej,activite,libelle activite,forme,libelle forme,nofinessej_1,raison_sociale,rslongue,code commune,departement,libelle departement,categetab,categorie,latitude,longitude,type d etablissements,code_insee
320002918,320001258,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320002918,EHPAD LES JARDINS D'IROISE D' AUCH,LES JARDINS D'IROISE DE AUCH,013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.6437418796575,0.5900485414321881,Personnes âgées,32013
320000359,320782196,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000359,EHPAD MILLE SOLEILS,EHPAD LES MILLE SOLEILS MARCIAC,233,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.524665358994255,0.15708420772607035,Personnes âgées,32233
320000359,320782196,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000359,EHPAD MILLE SOLEILS,EHPAD LES MILLE SOLEILS MARCIAC,233,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.524665358994255,0.15708420772607035,Personnes âgées,32233
320000359,320782196,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320000359,EHPAD MILLE SOLEILS,EHPAD LES MILLE SOLEILS MARCIAC,233,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.524665358994255,0.15708420772607035,Personnes âgées,32233
320782857,320782238,Hébergement résidence autonomie personnes âgées seules F1,Hébergement Complet Internat,,,,,,320782857,EHPAD RESIDENCE BEL ADOUR RISCLE,EHPAD RESIDENCE BEL ADOUR RISCLE,344,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.652225914844124,-0.08831438493248608,Personnes âgées,32344
320782857,320782238,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,320782857,EHPAD RESIDENCE BEL ADOUR RISCLE,EHPAD RESIDENCE BEL ADOUR RISCLE,344,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.652225914844124,-0.08831438493248608,Personnes âgées,32344
320782857,320782238,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320782857,EHPAD RESIDENCE BEL ADOUR RISCLE,EHPAD RESIDENCE BEL ADOUR RISCLE,344,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.652225914844124,-0.08831438493248608,Personnes âgées,32344
320782857,320782238,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320782857,EHPAD RESIDENCE BEL ADOUR RISCLE,EHPAD RESIDENCE BEL ADOUR RISCLE,344,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.652225914844124,-0.08831438493248608,Personnes âgées,32344
320782857,320782238,Accueil temporaire pour Personnes Âgées,Accueil de Jour,,,,,,320782857,EHPAD RESIDENCE BEL ADOUR RISCLE,EHPAD RESIDENCE BEL ADOUR RISCLE,344,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.652225914844124,-0.08831438493248608,Personnes âgées,32344
320785611,320785629,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320785611,EHPAD RESIDENCE MONT-ROYAL,EHPAD RESIDENCE MONT-ROYAL,290,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.95062000464746,0.20323962907279258,Personnes âgées,32290
320785611,320785629,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,320785611,EHPAD RESIDENCE MONT-ROYAL,EHPAD RESIDENCE MONT-ROYAL,290,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.95062000464746,0.20323962907279258,Personnes âgées,32290
320780117,320782758,Unités d'hébergement renforcées,Hébergement Complet Internat,,,,,,320780117,EHPAD ROBERT BARGUISSEAU,EHPAD ROBERT BARGUISSEAU,013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.63054994516235,0.5795431766934441,Personnes âgées,32013
320780117,320782758,Section Cure Médicale (dont),Hébergement Complet Internat,,,,,,320780117,EHPAD ROBERT BARGUISSEAU,EHPAD ROBERT BARGUISSEAU,013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.63054994516235,0.5795431766934441,Personnes âgées,32013
320780117,320782758,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320780117,EHPAD ROBERT BARGUISSEAU,EHPAD ROBERT BARGUISSEAU,013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.63054994516235,0.5795431766934441,Personnes âgées,32013
320004377,320785363,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320004377,EHPAD ROGER RAMBOUR,EHPAD ROGER RAMBOUR,459,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.88303125652971,0.37948632888275713,Personnes âgées,32459
310788609,320784606,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,310788609,EHPAD ST DOMINIQUE AUCH,EHPAD MAISON DE RETRAITE ST DOMINIQUE AUCH,013,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.647401405228365,0.5935914602056201,Personnes âgées,32013
320000268,320780471,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320000268,EHPAD ST JACQUES,MAISON DE RETRAITE L'ISLE JOURDAIN,160,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.61173589729228,1.0778758905723438,Personnes âgées,32160
320001589,320002199,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320001589,EHPAD VAL DE  GERS,EHPAD VAL DE GERS,242,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.42729593081032,0.5764727438449215,Personnes âgées,32242
320001589,320002199,Pôles d'activité et de soins adaptés,Accueil de Jour,,,,,,320001589,EHPAD VAL DE  GERS,EHPAD VAL DE GERS,242,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.42729593081032,0.5764727438449215,Personnes âgées,32242
320001589,320002199,Accueil pour Personnes Âgées,Hébergement Complet Internat,,,,,,320001589,EHPAD VAL DE  GERS,EHPAD VAL DE GERS,242,32,GERS,500,Etablissement d'hébergement pour personnes âgées dépendantes,43.42729593081032,0.5764727438449215,Personnes âgées,32242
320003197,320003379,Accueil temporaire pour Personnes Âgées,Accueil de Jour,,,,,,320003197,EHT DE MONTAUT D'ASTARAC (EHTM),ETABLISSEMENT D'HEBERGEMENT TEMPORAIRE DE MONTAUT D'ASTARAC,278,32,GERS,502,EHPA ne percevant pas des crédits d'assurance maladie,43.39416972888419,0.41892895849368256,Personnes âgées,32278
320003197,320003379,Accueil temporaire pour Personnes Âgées,Hébergement Complet Internat,,,,,,320003197,EHT DE MONTAUT D'ASTARAC (EHTM),ETABLISSEMENT D'HEBERGEMENT TEMPORAIRE DE MONTAUT D'ASTARAC,278,32,GERS,502,EHPA ne percevant pas des crédits d'assurance maladie,43.39416972888419,0.41892895849368256,Personnes âgées,32278
320783046,320005838,Equipe mobile santé précarité,Prestation en milieu ordinaire,,,,,,320783046,EMSP REGAR,,013,32,GERS,608,Equipe Mobile Médico-Sociale Précarité,43.6493603248609,0.5850690666126533,Autres,32013
,320000110,,,,,,,,320004310,EPS LOMAGNE SITE DE FLEURANCE,ETAB PUBLIC SANTE LOMAGNE SITE DE FLEURANCE (HOP PROXIMITE),132,32,GERS,106,"Centre hospitalier, ex Hôpital local",43.85592270192274,0.6602349287897263,Hopitaux cliniques,32132
310024419,320784788,Aide par le travail pour Adultes Handicapés,Accueil de Jour,,,,,,310024419,ESAT ATELIERS DE GASCOGNE -  FLEURANCE,ESAT ATELIERS DE GASCOGNE -  FLEURANCE,132,32,GERS,246,Etablissement et Service d'Aide par le Travail (E.S.A.T.),43.86211907741351,0.6497415281715172,Médico-social handicap,32132
310024419,320784077,Aide par le travail pour Adultes Handicapés,Accueil de Jour,,,,,,310024419,ESAT ATELIERS DE GASCOGNE SITE CONDOM,ESAT ATELIERS DE GASCOGNE SITE CONDOM,107,32,GERS,246,Etablissement et Service d'Aide par le Travail (E.S.A.T.),43.970544182171345,0.36653105095997357,Médico-social handicap,32107
310024419,320781065,Aide par le travail pour Adultes Handicapés,Accueil de Jour,,,,,,310024419,ESAT ATELIERS DE GASCOGNE-SITE AUCH,ESAT ATELIERS DE GASCOGNE-SITE AUCH,013,32,GERS,246,Etablissement et Service d'Aide par le Travail (E.S.A.T.),43.6266789984264,0.5741708183075236,Médico-social handicap,32013
310024419,320781065,Aide par le travail pour Adultes Handicapés,Semi-Internat,,,,,,310024419,ESAT ATELIERS DE GASCOGNE-SITE AUCH,ESAT ATELIERS DE GASCOGNE-SITE AUCH,013,32,GERS,246,Etablissement et Service d'Aide par le Travail (E.S.A.T.),43.6266789984264,0.5741708183075236,Médico-social handicap,32013
320783038,320782121,Aide par le travail pour Adultes Handicapés,Externat,,,,,,320783038,ESAT BAS ARMAGNAC LE HOUGA,ETABLISSEMENT & SERVICE D'AIDE PAR LE TRAVAIL BAS ARMAGNAC,155,32,GERS,246,Etablissement et Service d'Aide par le Travail (E.S.A.T.),43.773904608760006,-0.1897009875267736,Médico-social handicap,32155
320783038,320782121,Aide par le travail pour Adultes Handicapés,Semi-Internat,,,,,,320783038,ESAT BAS ARMAGNAC LE HOUGA,ETABLISSEMENT & SERVICE D'AIDE PAR LE TRAVAIL BAS ARMAGNAC,155,32,GERS,246,Etablissement et Service d'Aide par le Travail (E.S.A.T.),43.773904608760006,-0.1897009875267736,Médico-social handicap,32155
320783012,320002728,Aide par le travail pour Adultes Handicapés,Accueil de Jour,,,,,,320783012,ESAT DE PAGES,ETABLISSEMENT ET SERVICE D'AIDE PAR LE TRAVAIL PAGES BEAUMAR,036,32,GERS,246,Etablissement et Service d'Aide par le Travail (E.S.A.T.),43.60094464031147,0.076542152213284,Médico-social handicap,32036
920026093,320780430,Aide par le travail pour Adultes Handicapés,Externat,,,,,,920026093,ESAT L'ESSOR MONGUILHEM,ETABLISSEMENT & SERVICE D'AIDE PAR LE TRAVAIL L'ESSOR,271,32,GERS,246,Etablissement et Service d'Aide par le Travail (E.S.A.T.),43.85513522819614,-0.18126528464877995,Médico-social handicap,32271
750050916,320782923,Aide par le travail pour Adultes Handicapés,Externat,,,,,,750050916,ESAT LES CHARMETTES,ETABLISSEMENT & SERVICE D'AIDE PAR LE TRAVAIL LES CHARMETTES,398,32,GERS,246,Etablissement et Service d'Aide par le Travail (E.S.A.T.),43.61820064422944,-0.1389874375475118,Médico-social handicap,32398
,320005846,,,,,,,,320783046,ESSIP REGAR,,013,32,GERS,608,Equipe Mobile Médico-Sociale Précarité,43.6493603248609,0.5850690666126533,Autres,32013
,320005820,,,,,,,,320005804,ET SIEGE GCS ACT LIB HOP AUCH GASCOGNE,ET SIEGE GCS ACTIVITE LIBERALE HOPITAL AUCH GASCOGNE,013,32,GERS,696,Groupement de coopération sanitaire de moyens,43.63054994516235,0.5795431766934441,Coordination / Administration,32013
,320005994,,,,,,,,320005986,ET SIEGE GCS CTRE LUTTE CONTRE DOULEUR,ET SIEGE GCS CENTRE DE LUTTE CONTRE LA DOULEUR,013,32,GERS,696,Groupement de coopération sanitaire de moyens,43.63054994516235,0.5795431766934441,Coordination / Administration,32013
,320780034,,,,,,,,330067265,ETAB THERMAL CASTERA VERDUZAN,ETABLISSEMENT THERMAL DE CASTERA VERDUZAN,083,32,GERS,126,Etablissement Thermal,43.804550043651375,0.43056270594529567,Autres,32083
,320003544,,,,,,,,320003734,ETAB THERMAL LECTOURE,ETABLISSEMENT THERMAL DE LECTOURE,208,32,GERS,126,Etablissement Thermal,43.935973072598784,0.6169254443246864,Autres,32208
,320780026,,,,,,,,320000029,ETABLISSEMENT THERMAL BARBOTAN,ETABLISSEMENT THERMAL BARBOTAN,096,32,GERS,126,Etablissement Thermal,43.933884833140546,-0.07197995048847584,Autres,32096
310024419,320784671,Accueil médicalisé pour adultes handicapés,Hébergement Complet Internat,,,,,,310024419,FAM  ESPAGNET,FOYER A DOUBLE TARIFICATION ESPAGNET,175,32,GERS,437,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),43.53204325296977,0.08686712591291067,Médico-social handicap,32175
920026093,320784754,Accueil médicalisé pour adultes handicapés,Hébergement Complet Internat,,,,,,920026093,FAM  L'OUSTALOU,FOYER D'ACCUEIL MEDICALISE L'OUSTALOU MONGUILHEM,271,32,GERS,437,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),43.85513522819614,-0.18126528464877995,Médico-social handicap,32271
320003114,320003122,Accueil médicalisé pour adultes handicapés,Hébergement Complet Internat,,,,,,320003114,FAM CILT ST BLANCARD,FCENTRE D'INSERTION PAR LE LOISIR ET LE TOURISME ST BLANCARD,365,32,GERS,437,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),43.34423058123768,0.6473248949193258,Médico-social handicap,32365
320783202,320785595,Accueil médicalisé pour adultes handicapés,Hébergement Complet Internat,,,,,,320783202,FAM LES THUYAS,FOYER D'ACCUEIL MEDICALISE LES THUYAS,268,32,GERS,437,Foyer d'Accueil Médicalisé pour Adultes Handicapés (F.A.M.),43.59798224137548,0.9817396601455507,Médico-social handicap,32268
310024419,320784770,Hébergement ouvert en foyer pour adultes handicapés,Hébergement de Nuit Eclaté,,,,,,310024419,FH COMPLEXE DPTAL GABRIEL DUPRE AUCH,HEBERGEMENT ET ACCUEIL DE JOUR,013,32,GERS,252,Foyer Hébergement Adultes Handicapés,43.632276207043645,0.5924564494781387,Médico-social handicap,32013
310024419,320784770,Accueil temporaire pour adultes handicapés,Accueil de Jour,,,,,,310024419,FH COMPLEXE DPTAL GABRIEL DUPRE AUCH,HEBERGEMENT ET ACCUEIL DE JOUR,013,32,GERS,252,Foyer Hébergement Adultes Handicapés,43.632276207043645,0.5924564494781387,Médico-social handicap,32013
310024419,320785512,Accueil temporaire pour adultes handicapés,Accueil de Jour,,,,,,310024419,FH COMPLEXE DPTAL GABRIEL DUPRE CONDOM,SERVICE D'HEBERGEMENT ET D'ACCOMPAGNEMENT DE CONDOM,107,32,GERS,252,Foyer Hébergement Adultes Handicapés,43.96505699259084,0.368524928469102,Médico-social handicap,32107
310024419,320785512,Hébergement ouvert en foyer pour adultes handicapés,Hébergement Complet Internat,,,,,,310024419,FH COMPLEXE DPTAL GABRIEL DUPRE CONDOM,SERVICE D'HEBERGEMENT ET D'ACCOMPAGNEMENT DE CONDOM,107,32,GERS,252,Foyer Hébergement Adultes Handicapés,43.96505699259084,0.368524928469102,Médico-social handicap,32107
320004849,320004856,Résidence sociale FJT,Hébergement Complet Internat,,,,,,320004849,"FJT ""LE NOCTILE""","FOYER DU JEUNE TRAVAILLEUR ""LE NOCTILE""",249,32,GERS,257,Foyer de Jeunes Travailleurs (résidence sociale ou non),43.72961522387367,0.8789532048720833,Social / Hébergement,32249
920026093,320782931,Hébergement ouvert en foyer pour adultes handicapés,Hébergement de Nuit Eclaté,,,,,,920026093,FOYER D'HEBERGEMENT DE MONGUILHEM,FOYER D'HEBERGEMENT DE MONGUILHEM,271,32,GERS,252,Foyer Hébergement Adultes Handicapés,43.85513522819614,-0.18126528464877995,Médico-social handicap,32271
320783038,320782949,Accueil et accompagnement non médical. personnes handicapées,Hébergement Complet Internat,,,,,,320783038,FOYER D'HEBERGEMENT LE BAS ARMAGNAC,FOYER D'HEBERGEMENT LE BAS ARMAGNAC,155,32,GERS,449,Etab.Accueil Non Médicalisé pour personnes handicapées,43.77474118467921,-0.179169423019976,Médico-social handicap,32155
750050916,320782956,Accueil et accompagnement non médical. personnes handicapées,Accueil temporaire avec hébergement,,,,,,750050916,FOYER D'HEBERGEMENT LES CHARMETTES,FOYER D'HEBERGEMENT LES CHARMETTES,398,32,GERS,252,Foyer Hébergement Adultes Handicapés,43.619143726794505,-0.13860400811644646,Médico-social handicap,32398
750050916,320782956,Accueil et accompagnement non médical. personnes handicapées,Accueil de Nuit,,,,,,750050916,FOYER D'HEBERGEMENT LES CHARMETTES,FOYER D'HEBERGEMENT LES CHARMETTES,398,32,GERS,252,Foyer Hébergement Adultes Handicapés,43.619143726794505,-0.13860400811644646,Médico-social handicap,32398
320003643,320782147,Accueil en Foyer de Vie pour Adultes Handicapés,Hébergement Complet Internat,,,,,,320003643,FOYER DE VIE CASTEL SAINT LOUIS,FOYER DE VIE CASTEL SAINT LOUIS,301,32,GERS,382,Foyer de Vie pour Adultes Handicapés,43.65261073919132,0.47812495415404055,Médico-social handicap,32301
310024419,320784176,Accueil en Foyer de Vie pour Adultes Handicapés,Hébergement Complet Internat,,,,,,310024419,FOYER DE VIE DU CENTRE ESPAGNET,FOYER DE VIE DU CENTRE ESPAGNET,175,32,GERS,382,Foyer de Vie pour Adultes Handicapés,43.529634111489045,0.0866044994849474,Médico-social handicap,32175
320783202,320784259,Accueil en Foyer de Vie pour Adultes Handicapés,Hébergement Complet Internat,,,,,,320783202,FOYER DE VIE DU FOYER LES THUYAS,FOYER DE VIE DU FOYER LES THUYAS,268,32,GERS,382,Foyer de Vie pour Adultes Handicapés,43.59798224137548,0.9817396601455507,Médico-social handicap,32268
750050916,320784598,Accueil en Foyer de Vie pour Adultes Handicapés,Hébergement Complet Internat,,,,,,750050916,FOYER DE VIE LES CHARMETTES,FOYER DE VIE LES CHARMETTES,398,32,GERS,382,Foyer de Vie pour Adultes Handicapés,43.650535146971855,-0.14756839717728779,Médico-social handicap,32398
920026093,320002488,Accueil temporaire pour adultes handicapés,Hébergement Complet Internat,,,,,,920026093,FOYER DE VIE OUSTALOU MONTGUILHEM,,271,32,GERS,382,Foyer de Vie pour Adultes Handicapés,43.85513522819614,-0.18126528464877995,Médico-social handicap,32271
920026093,320002488,Accueil en Foyer de Vie pour Adultes Handicapés,Hébergement Complet Internat,,,,,,920026093,FOYER DE VIE OUSTALOU MONTGUILHEM,,271,32,GERS,382,Foyer de Vie pour Adultes Handicapés,43.85513522819614,-0.18126528464877995,Médico-social handicap,32271
310024419,320003585,Accueil en Foyer de Vie pour Adultes Handicapés,Hébergement Complet Internat,,,,,,310024419,FOYER DE VIE VILLAGE TERRE D'ESPOIR,FOYER DE VIE VILLAGE TERRE D'ESPOIR,290,32,GERS,382,Foyer de Vie pour Adultes Handicapés,43.94999060472472,0.20064043404114484,Médico-social handicap,32290
320783012,320002868,Accueil et accompagnement non médical. personnes handicapées,Hébergement Complet Internat,,,,,,320783012,FOYER HEBERGEMENT DE PAGES,FOYER HEBERGEMENT DE PAGES,036,32,GERS,449,Etab.Accueil Non Médicalisé pour personnes handicapées,43.60094464031147,0.076542152213284,Médico-social handicap,32036
320783012,320002868,Accueil et accompagnement non médical. personnes handicapées,Accueil temporaire avec hébergement,,,,,,320783012,FOYER HEBERGEMENT DE PAGES,FOYER HEBERGEMENT DE PAGES,036,32,GERS,449,Etab.Accueil Non Médicalisé pour personnes handicapées,43.60094464031147,0.076542152213284,Médico-social handicap,32036
320000292,320781024,Accueil d'urgence protection de l'enfance,Hébergement Complet Internat,,,,,,320000292,FOYER LOUISE DE MARILLAC,MAISON D'ENFANTS LOUISE DE MARILLAC,013,32,GERS,177,Maison d'Enfants à Caractère Social,43.64536668617795,0.5859476350607341,Enfance / Protection,32013
320000292,320781024,Accueil au titre de la protection de l'enfance,Hébergement Complet Internat,,,,,,320000292,FOYER LOUISE DE MARILLAC,MAISON D'ENFANTS LOUISE DE MARILLAC,013,32,GERS,177,Maison d'Enfants à Caractère Social,43.64536668617795,0.5859476350607341,Enfance / Protection,32013
